BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
STATEN ISLAND,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,17,238290,422370,430000,610000,2020
STATEN ISLAND,CONCORD-FOX HILLS,02 TWO FAMILY DWELLINGS,1,472000,472000,472000,472000,2020
STATEN ISLAND,DONGAN HILLS,01 ONE FAMILY DWELLINGS,31,320000,598661,590000,943000,2020
STATEN ISLAND,DONGAN HILLS,02 TWO FAMILY DWELLINGS,12,560038,909709,929000,1221900,2020
STATEN ISLAND,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,35,471510,958407,810000,4850000,2020
STATEN ISLAND,DONGAN HILLS-COLONY,02 TWO FAMILY DWELLINGS,2,630000,638500,638500,647000,2020
STATEN ISLAND,DONGAN HILLS-COLONY,03 THREE FAMILY DWELLINGS,1,850000,850000,850000,850000,2020
STATEN ISLAND,DONGAN HILLS-OLD TOWN,01 ONE FAMILY DWELLINGS,2,400000,422500,422500,445000,2020
STATEN ISLAND,ELTINGVILLE,01 ONE FAMILY DWELLINGS,202,200000,558599,550000,1175000,2020
STATEN ISLAND,ELTINGVILLE,02 TWO FAMILY DWELLINGS,46,250000,765526,786250,1050000,2020
STATEN ISLAND,EMERSON HILL,01 ONE FAMILY DWELLINGS,13,560000,1229962,1160000,3350000,2020
STATEN ISLAND,EMERSON HILL,02 TWO FAMILY DWELLINGS,2,460000,707500,707500,955000,2020
STATEN ISLAND,GRANT CITY,01 ONE FAMILY DWELLINGS,40,300000,594997,565500,1625000,2020
STATEN ISLAND,GRANT CITY,02 TWO FAMILY DWELLINGS,21,499999,779502,710000,1299999,2020
STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,35,290000,681721,643534,1650000,2020
STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,6,660000,806608,825000,920000,2020
STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,391,235000,573511,555000,1335000,2020
STATEN ISLAND,GREAT KILLS,02 TWO FAMILY DWELLINGS,103,200000,728650,715000,1737500,2020
STATEN ISLAND,GREAT KILLS,03 THREE FAMILY DWELLINGS,4,330000,363750,330000,465000,2020
STATEN ISLAND,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,38,455000,574854,561500,765000,2020
STATEN ISLAND,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS,10,660000,794010,791050,950000,2020
STATEN ISLAND,GRYMES HILL,01 ONE FAMILY DWELLINGS,18,430000,732750,647500,1250000,2020
STATEN ISLAND,GRYMES HILL,02 TWO FAMILY DWELLINGS,7,344760,637990,542000,1455000,2020
STATEN ISLAND,HUGUENOT,01 ONE FAMILY DWELLINGS,60,220000,694449,640000,1395000,2020
STATEN ISLAND,HUGUENOT,02 TWO FAMILY DWELLINGS,38,228000,919404,879250,1395003,2020
STATEN ISLAND,LIVINGSTON,01 ONE FAMILY DWELLINGS,23,340000,565075,535000,907500,2020
STATEN ISLAND,LIVINGSTON,02 TWO FAMILY DWELLINGS,2,520000,668000,668000,816000,2020
STATEN ISLAND,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,51,242000,619907,589000,1550000,2020
STATEN ISLAND,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS,20,550000,709448,715000,870000,2020
STATEN ISLAND,MANOR HEIGHTS,03 THREE FAMILY DWELLINGS,1,775000,775000,775000,775000,2020
STATEN ISLAND,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,82,200000,386070,385000,590000,2020
STATEN ISLAND,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,27,251000,538470,540000,784053,2020
STATEN ISLAND,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,113,210000,549888,557245,839888,2020
STATEN ISLAND,MIDLAND BEACH,02 TWO FAMILY DWELLINGS,19,400000,723688,751000,952064,2020
STATEN ISLAND,MIDLAND BEACH,03 THREE FAMILY DWELLINGS,2,650000,920000,920000,1190000,2020
STATEN ISLAND,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,43,200000,466292,450000,915000,2020
STATEN ISLAND,NEW BRIGHTON,02 TWO FAMILY DWELLINGS,37,225000,531280,480000,930000,2020
STATEN ISLAND,NEW BRIGHTON,03 THREE FAMILY DWELLINGS,1,750000,750000,750000,750000,2020
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,01 ONE FAMILY DWELLINGS,1,1300000,1300000,1300000,1300000,2020
STATEN ISLAND,NEW BRIGHTON-ST. GEORGE,02 TWO FAMILY DWELLINGS,1,1615000,1615000,1615000,1615000,2020
STATEN ISLAND,NEW DORP,01 ONE FAMILY DWELLINGS,56,250000,616666,626000,1250000,2020
STATEN ISLAND,NEW DORP,02 TWO FAMILY DWELLINGS,28,445000,782151,785000,1089528,2020
STATEN ISLAND,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,41,200000,444960,432000,655000,2020
STATEN ISLAND,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS,10,250000,678748,650788,960210,2020
STATEN ISLAND,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,48,350000,631120,592500,1175000,2020
STATEN ISLAND,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS,11,475000,773994,813000,1064071,2020
STATEN ISLAND,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,101,260000,568870,595000,900000,2020
STATEN ISLAND,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,46,320000,752387,752500,925000,2020
STATEN ISLAND,OAKWOOD,01 ONE FAMILY DWELLINGS,31,212940,657934,640000,1100000,2020
STATEN ISLAND,OAKWOOD,02 TWO FAMILY DWELLINGS,1,905000,905000,905000,905000,2020
STATEN ISLAND,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS,43,261105,662935,630000,893000,2020
STATEN ISLAND,OAKWOOD-BEACH,02 TWO FAMILY DWELLINGS,9,375000,746333,810000,870000,2020
STATEN ISLAND,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,23,407628,742761,640000,1310000,2020
STATEN ISLAND,PLEASANT PLAINS,02 TWO FAMILY DWELLINGS,21,425000,995872,1064071,1501919,2020
STATEN ISLAND,PORT IVORY,01 ONE FAMILY DWELLINGS,15,232500,348850,345000,485000,2020
STATEN ISLAND,PORT IVORY,02 TWO FAMILY DWELLINGS,12,304100,574046,520000,794235,2020
STATEN ISLAND,PORT RICHMOND,01 ONE FAMILY DWELLINGS,74,200000,425876,449500,675000,2020
STATEN ISLAND,PORT RICHMOND,02 TWO FAMILY DWELLINGS,35,250000,499531,500000,780000,2020
STATEN ISLAND,PORT RICHMOND,03 THREE FAMILY DWELLINGS,5,290000,526276,510000,711730,2020
STATEN ISLAND,PRINCES BAY,01 ONE FAMILY DWELLINGS,48,208125,709470,644750,1815000,2020
STATEN ISLAND,PRINCES BAY,02 TWO FAMILY DWELLINGS,46,266625,970267,957500,1629200,2020
STATEN ISLAND,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,48,425000,810412,782500,1300000,2020
STATEN ISLAND,RICHMONDTOWN,02 TWO FAMILY DWELLINGS,3,725000,776000,790000,813000,2020
STATEN ISLAND,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY DWELLINGS,11,710500,984351,900000,1700000,2020
STATEN ISLAND,ROSEBANK,01 ONE FAMILY DWELLINGS,53,300000,561284,550000,965000,2020
STATEN ISLAND,ROSEBANK,02 TWO FAMILY DWELLINGS,15,320000,630036,650000,933617,2020
STATEN ISLAND,ROSEBANK,03 THREE FAMILY DWELLINGS,2,780000,1031000,1031000,1282000,2020
STATEN ISLAND,ROSSVILLE,01 ONE FAMILY DWELLINGS,49,315000,573314,550000,965000,2020
STATEN ISLAND,ROSSVILLE,02 TWO FAMILY DWELLINGS,19,250000,738347,700000,1200000,2020
STATEN ISLAND,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS,17,325000,641971,670000,850000,2020
STATEN ISLAND,ROSSVILLE-CHARLESTON,02 TWO FAMILY DWELLINGS,7,436020,585643,640000,729000,2020
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,01 ONE FAMILY DWELLINGS,2,685000,1042500,1042500,1400000,2020
STATEN ISLAND,ROSSVILLE-RICHMOND VALLEY,02 TWO FAMILY DWELLINGS,6,869000,1037586,990757,1425000,2020
STATEN ISLAND,SILVER LAKE,01 ONE FAMILY DWELLINGS,23,525000,748783,680000,2110000,2020
STATEN ISLAND,SILVER LAKE,02 TWO FAMILY DWELLINGS,13,400000,755222,735000,1150000,2020
STATEN ISLAND,SOUTH BEACH,01 ONE FAMILY DWELLINGS,96,210000,555667,554750,1110000,2020
STATEN ISLAND,SOUTH BEACH,02 TWO FAMILY DWELLINGS,24,317500,664396,678000,992794,2020
STATEN ISLAND,SOUTH BEACH,03 THREE FAMILY DWELLINGS,1,430000,430000,430000,430000,2020
STATEN ISLAND,STAPLETON,01 ONE FAMILY DWELLINGS,27,200000,428767,418000,975000,2020
STATEN ISLAND,STAPLETON,02 TWO FAMILY DWELLINGS,12,200000,459436,409500,906243,2020
STATEN ISLAND,STAPLETON,03 THREE FAMILY DWELLINGS,3,495000,643000,690000,744000,2020
STATEN ISLAND,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS,9,420000,508667,518000,600000,2020
STATEN ISLAND,STAPLETON-CLIFTON,02 TWO FAMILY DWELLINGS,3,605000,821442,894024,965301,2020
STATEN ISLAND,SUNNYSIDE,01 ONE FAMILY DWELLINGS,22,332478,578934,590000,825000,2020
STATEN ISLAND,SUNNYSIDE,02 TWO FAMILY DWELLINGS,10,390000,705600,737000,889000,2020
STATEN ISLAND,TODT HILL,01 ONE FAMILY DWELLINGS,19,500000,1610876,1340000,3450000,2020
STATEN ISLAND,TODT HILL,02 TWO FAMILY DWELLINGS,1,500000,500000,500000,500000,2020
STATEN ISLAND,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS,16,332000,551843,444000,1200000,2020
STATEN ISLAND,TOMPKINSVILLE,02 TWO FAMILY DWELLINGS,4,360000,565500,596000,710000,2020
STATEN ISLAND,TOTTENVILLE,01 ONE FAMILY DWELLINGS,112,240000,628307,588500,1175000,2020
STATEN ISLAND,TOTTENVILLE,02 TWO FAMILY DWELLINGS,59,400000,823896,848000,1300000,2020
STATEN ISLAND,TRAVIS,01 ONE FAMILY DWELLINGS,46,283920,513494,520013,711757,2020
STATEN ISLAND,TRAVIS,02 TWO FAMILY DWELLINGS,8,410000,633974,652500,936790,2020
STATEN ISLAND,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,83,200000,479871,455000,930000,2020
STATEN ISLAND,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,38,275000,563648,478500,950000,2020
STATEN ISLAND,WEST NEW BRIGHTON,03 THREE FAMILY DWELLINGS,2,335000,351250,351250,367500,2020
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY DWELLINGS,93,266110,577107,565000,1080000,2020
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY DWELLINGS,19,275000,737100,765000,939900,2020
STATEN ISLAND,WESTERLEIGH,03 THREE FAMILY DWELLINGS,3,675000,675000,675000,675000,2020
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY DWELLINGS,74,270000,598064,590585,1280000,2020
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY DWELLINGS,23,253549,662768,745000,910000,2020
STATEN ISLAND,WOODROW,01 ONE FAMILY DWELLINGS,69,368000,582575,585000,1300000,2020
STATEN ISLAND,WOODROW,02 TWO FAMILY DWELLINGS,46,400000,745061,693000,1750000,2020
STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,61,237000,712061,638000,1700000,2020
MANHATTAN,ALPHABET CITY,01-ONE FAMILY DWELLINGS,1,2385000,2385000,2385000,2385000,2021
MANHATTAN,ALPHABET CITY,02-TWO FAMILY DWELLINGS,1,3025000,3025000,3025000,3025000,2021
MANHATTAN,CHELSEA,01-ONE FAMILY DWELLINGS,6,5900000,11062500,9112500,22500000,2021
MANHATTAN,CHELSEA,02-TWO FAMILY DWELLINGS,2,4395000,8447500,8447500,12500000,2021
MANHATTAN,CHELSEA,03-THREE FAMILY DWELLINGS,3,3550000,5233333,5350000,6800000,2021
MANHATTAN,CLINTON,02-TWO FAMILY DWELLINGS,1,5700000,5700000,5700000,5700000,2021
MANHATTAN,EAST VILLAGE,02-TWO FAMILY DWELLINGS,4,4025000,6779688,6550000,9993750,2021
MANHATTAN,EAST VILLAGE,03-THREE FAMILY DWELLINGS,2,3600000,5947500,5947500,8295000,2021
MANHATTAN,GRAMERCY,02-TWO FAMILY DWELLINGS,1,3500000,3500000,3500000,3500000,2021
MANHATTAN,GRAMERCY,03-THREE FAMILY DWELLINGS,1,4500000,4500000,4500000,4500000,2021
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01-ONE FAMILY DWELLINGS,8,4800000,16787500,16800000,29500000,2021
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02-TWO FAMILY DWELLINGS,1,3500000,3500000,3500000,3500000,2021
MANHATTAN,GREENWICH VILLAGE-WEST,01-ONE FAMILY DWELLINGS,34,487980,10244426,8695000,27270000,2021
MANHATTAN,GREENWICH VILLAGE-WEST,02-TWO FAMILY DWELLINGS,12,4200000,9235417,8425000,19750000,2021
MANHATTAN,GREENWICH VILLAGE-WEST,03-THREE FAMILY DWELLINGS,5,6066000,10045200,9310000,16000000,2021
MANHATTAN,HARLEM-CENTRAL,01-ONE FAMILY DWELLINGS,10,304200,2477420,2887500,3900000,2021
MANHATTAN,HARLEM-CENTRAL,02-TWO FAMILY DWELLINGS,18,1650000,2664527,2462500,4025000,2021
MANHATTAN,HARLEM-CENTRAL,03-THREE FAMILY DWELLINGS,16,1470000,2249245,2300000,3345000,2021
MANHATTAN,HARLEM-EAST,02-TWO FAMILY DWELLINGS,2,500000,982500,982500,1465000,2021
MANHATTAN,HARLEM-EAST,03-THREE FAMILY DWELLINGS,5,1850000,2069000,1995000,2500000,2021
MANHATTAN,HARLEM-UPPER,01-ONE FAMILY DWELLINGS,1,3150000,3150000,3150000,3150000,2021
MANHATTAN,HARLEM-UPPER,02-TWO FAMILY DWELLINGS,2,1200000,1700000,1700000,2200000,2021
MANHATTAN,HARLEM-UPPER,03-THREE FAMILY DWELLINGS,3,1539374,2233125,2320000,2840000,2021
MANHATTAN,INWOOD,01-ONE FAMILY DWELLINGS,2,850000,895000,895000,940000,2021
MANHATTAN,INWOOD,02-TWO FAMILY DWELLINGS,5,420000,1124400,1222000,1690000,2021
MANHATTAN,KIPS BAY,01-ONE FAMILY DWELLINGS,1,665000,665000,665000,665000,2021
MANHATTAN,KIPS BAY,02-TWO FAMILY DWELLINGS,2,360000,3293030,3293030,6226060,2021
MANHATTAN,LITTLE ITALY,02-TWO FAMILY DWELLINGS,1,1800000,1800000,1800000,1800000,2021
MANHATTAN,LOWER EAST SIDE,01-ONE FAMILY DWELLINGS,1,7500000,7500000,7500000,7500000,2021
MANHATTAN,MANHATTAN VALLEY,01-ONE FAMILY DWELLINGS,2,2500000,3080625,3080625,3661250,2021
MANHATTAN,MANHATTAN VALLEY,02-TWO FAMILY DWELLINGS,1,3270000,3270000,3270000,3270000,2021
MANHATTAN,MANHATTAN VALLEY,03-THREE FAMILY DWELLINGS,1,2890000,2890000,2890000,2890000,2021
MANHATTAN,MIDTOWN EAST,01-ONE FAMILY DWELLINGS,6,3825000,6344667,6571500,8600000,2021
MANHATTAN,MIDTOWN EAST,02-TWO FAMILY DWELLINGS,1,5600000,5600000,5600000,5600000,2021
MANHATTAN,MIDTOWN WEST,02-TWO FAMILY DWELLINGS,1,3500000,3500000,3500000,3500000,2021
MANHATTAN,MURRAY HILL,01-ONE FAMILY DWELLINGS,4,2100000,5700000,5850000,9000000,2021
MANHATTAN,MURRAY HILL,02-TWO FAMILY DWELLINGS,4,2900000,4200025,3950050,6000000,2021
MANHATTAN,MURRAY HILL,03-THREE FAMILY DWELLINGS,2,3575000,3987500,3987500,4400000,2021
MANHATTAN,SOHO,01-ONE FAMILY DWELLINGS,2,8700000,10250000,10250000,11800000,2021
MANHATTAN,TRIBECA,01-ONE FAMILY DWELLINGS,1,5150000,5150000,5150000,5150000,2021
MANHATTAN,UPPER EAST SIDE (59-79),01-ONE FAMILY DWELLINGS,25,855000,13477090,8750000,59000000,2021
MANHATTAN,UPPER EAST SIDE (59-79),02-TWO FAMILY DWELLINGS,6,1300000,14216667,7900000,53500000,2021
MANHATTAN,UPPER EAST SIDE (59-79),03-THREE FAMILY DWELLINGS,1,5350000,5350000,5350000,5350000,2021
MANHATTAN,UPPER EAST SIDE (79-96),01-ONE FAMILY DWELLINGS,20,3750000,9511750,6462500,22750000,2021
MANHATTAN,UPPER EAST SIDE (79-96),02-TWO FAMILY DWELLINGS,10,495594,9461997,10300000,18500000,2021
MANHATTAN,UPPER EAST SIDE (79-96),03-THREE FAMILY DWELLINGS,4,4000000,7987500,8200000,11550000,2021
MANHATTAN,UPPER WEST SIDE (59-79),01-ONE FAMILY DWELLINGS,7,6900000,10678571,10750000,14500000,2021
MANHATTAN,UPPER WEST SIDE (59-79),02-TWO FAMILY DWELLINGS,3,5800000,7383333,5850000,10500000,2021
MANHATTAN,UPPER WEST SIDE (59-79),03-THREE FAMILY DWELLINGS,1,3820000,3820000,3820000,3820000,2021
MANHATTAN,UPPER WEST SIDE (79-96),01-ONE FAMILY DWELLINGS,8,2775000,6200625,6040000,10250000,2021
MANHATTAN,UPPER WEST SIDE (79-96),02-TWO FAMILY DWELLINGS,6,4350000,6934167,6650000,11000000,2021
MANHATTAN,UPPER WEST SIDE (79-96),03-THREE FAMILY DWELLINGS,2,5975000,6412500,6412500,6850000,2021
MANHATTAN,UPPER WEST SIDE (96-116),01-ONE FAMILY DWELLINGS,1,15250000,15250000,15250000,15250000,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,01-ONE FAMILY DWELLINGS,4,2300000,2456250,2450000,2625000,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,02-TWO FAMILY DWELLINGS,5,450000,1577900,1600000,2500000,2021
MANHATTAN,WASHINGTON HEIGHTS LOWER,03-THREE FAMILY DWELLINGS,1,5200000,5200000,5200000,5200000,2021
MANHATTAN,WASHINGTON HEIGHTS UPPER,02-TWO FAMILY DWELLINGS,3,850000,1416667,1400000,2000000,2021
MANHATTAN,WASHINGTON HEIGHTS UPPER,03-THREE FAMILY DWELLINGS,2,860000,955000,955000,1050000,2021
BRONX,BATHGATE,01-ONE FAMILY DWELLINGS,4,251600,471650,517500,600000,2021
BRONX,BATHGATE,02-TWO FAMILY DWELLINGS,15,385000,653533,675000,820000,2021
BRONX,BATHGATE,03-THREE FAMILY DWELLINGS,9,440000,757111,762000,920000,2021
BRONX,BAYCHESTER,01-ONE FAMILY DWELLINGS,91,205000,518251,525000,925000,2021
BRONX,BAYCHESTER,02-TWO FAMILY DWELLINGS,101,238000,664787,700000,990000,2021
BRONX,BAYCHESTER,03-THREE FAMILY DWELLINGS,27,250000,740109,785000,948950,2021
BRONX,BEDFORD PARK/NORWOOD,01-ONE FAMILY DWELLINGS,15,300000,638617,620000,1100000,2021
BRONX,BEDFORD PARK/NORWOOD,02-TWO FAMILY DWELLINGS,27,470000,878386,825000,1500000,2021
BRONX,BEDFORD PARK/NORWOOD,03-THREE FAMILY DWELLINGS,12,700000,1122292,840000,2765000,2021
BRONX,BELMONT,01-ONE FAMILY DWELLINGS,1,1600000,1600000,1600000,1600000,2021
BRONX,BELMONT,02-TWO FAMILY DWELLINGS,10,560000,684889,667500,899000,2021
BRONX,BELMONT,03-THREE FAMILY DWELLINGS,4,760000,1013750,1000000,1295000,2021
BRONX,BRONX PARK,02-TWO FAMILY DWELLINGS,1,800000,800000,800000,800000,2021
BRONX,BRONXDALE,01-ONE FAMILY DWELLINGS,62,228000,513174,501750,850000,2021
BRONX,BRONXDALE,02-TWO FAMILY DWELLINGS,53,275000,691415,659000,1600000,2021
BRONX,BRONXDALE,03-THREE FAMILY DWELLINGS,14,410000,787357,846500,970000,2021
BRONX,CASTLE HILL/UNIONPORT,01-ONE FAMILY DWELLINGS,22,285300,557332,577500,700000,2021
BRONX,CASTLE HILL/UNIONPORT,02-TWO FAMILY DWELLINGS,54,350000,705770,680000,975000,2021
BRONX,CASTLE HILL/UNIONPORT,03-THREE FAMILY DWELLINGS,17,400000,794024,830000,1100000,2021
BRONX,CITY ISLAND,01-ONE FAMILY DWELLINGS,32,200000,558634,542000,1200000,2021
BRONX,CITY ISLAND,02-TWO FAMILY DWELLINGS,16,338075,680380,643000,1188000,2021
BRONX,CITY ISLAND,03-THREE FAMILY DWELLINGS,2,850000,862500,862500,875000,2021
BRONX,CITY ISLAND-PELHAM STRIP,01-ONE FAMILY DWELLINGS,4,500000,1771750,1481000,3625000,2021
BRONX,COUNTRY CLUB,01-ONE FAMILY DWELLINGS,87,256173,617236,620000,1375000,2021
BRONX,COUNTRY CLUB,02-TWO FAMILY DWELLINGS,51,335000,891028,870000,1552831,2021
BRONX,COUNTRY CLUB,03-THREE FAMILY DWELLINGS,8,640000,991000,1024000,1300000,2021
BRONX,CROTONA PARK,01-ONE FAMILY DWELLINGS,6,250000,550833,652500,730000,2021
BRONX,CROTONA PARK,02-TWO FAMILY DWELLINGS,17,375000,628526,645000,840000,2021
BRONX,CROTONA PARK,03-THREE FAMILY DWELLINGS,6,391063,722844,757551,995000,2021
BRONX,EAST TREMONT,01-ONE FAMILY DWELLINGS,13,208500,467845,530000,647000,2021
BRONX,EAST TREMONT,02-TWO FAMILY DWELLINGS,19,250000,730574,755000,1640000,2021
BRONX,EAST TREMONT,03-THREE FAMILY DWELLINGS,17,275000,758765,826000,999999,2021
BRONX,FIELDSTON,01-ONE FAMILY DWELLINGS,22,998000,2101784,1700000,4675000,2021
BRONX,FORDHAM,01-ONE FAMILY DWELLINGS,3,400000,475000,495000,530000,2021
BRONX,FORDHAM,02-TWO FAMILY DWELLINGS,11,489000,916727,710000,1900000,2021
BRONX,FORDHAM,03-THREE FAMILY DWELLINGS,3,700000,783333,700000,950000,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01-ONE FAMILY DWELLINGS,9,550000,972222,900000,2250000,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02-TWO FAMILY DWELLINGS,28,350000,790120,720400,2500000,2021
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03-THREE FAMILY DWELLINGS,9,475000,766111,800000,975000,2021
BRONX,HUNTS POINT,02-TWO FAMILY DWELLINGS,4,347094,498024,487500,670000,2021
BRONX,HUNTS POINT,03-THREE FAMILY DWELLINGS,4,230000,438750,437500,650000,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,01-ONE FAMILY DWELLINGS,14,300000,574143,549500,950000,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,02-TWO FAMILY DWELLINGS,13,325000,610538,685000,850000,2021
BRONX,KINGSBRIDGE HTS/UNIV HTS,03-THREE FAMILY DWELLINGS,5,599000,1358800,1800000,1800000,2021
BRONX,KINGSBRIDGE/JEROME PARK,01-ONE FAMILY DWELLINGS,27,465000,819435,725000,2850000,2021
BRONX,KINGSBRIDGE/JEROME PARK,02-TWO FAMILY DWELLINGS,16,280000,764187,800000,1100000,2021
BRONX,KINGSBRIDGE/JEROME PARK,03-THREE FAMILY DWELLINGS,8,225000,719375,735000,1400000,2021
BRONX,MELROSE/CONCOURSE,01-ONE FAMILY DWELLINGS,3,280000,418333,405000,570000,2021
BRONX,MELROSE/CONCOURSE,02-TWO FAMILY DWELLINGS,15,380000,715500,625000,1500000,2021
BRONX,MELROSE/CONCOURSE,03-THREE FAMILY DWELLINGS,17,294060,759874,708000,1550000,2021
BRONX,MORRIS PARK/VAN NEST,01-ONE FAMILY DWELLINGS,59,350000,612388,607000,1200000,2021
BRONX,MORRIS PARK/VAN NEST,02-TWO FAMILY DWELLINGS,112,233220,707355,720000,999000,2021
BRONX,MORRIS PARK/VAN NEST,03-THREE FAMILY DWELLINGS,27,200000,794639,820000,1047000,2021
BRONX,MORRISANIA/LONGWOOD,01-ONE FAMILY DWELLINGS,25,200000,496431,449000,2106825,2021
BRONX,MORRISANIA/LONGWOOD,02-TWO FAMILY DWELLINGS,35,250000,637760,707000,885000,2021
BRONX,MORRISANIA/LONGWOOD,03-THREE FAMILY DWELLINGS,29,400000,806277,856000,1045000,2021
BRONX,MOTT HAVEN/PORT MORRIS,01-ONE FAMILY DWELLINGS,17,323100,701476,680000,1200000,2021
BRONX,MOTT HAVEN/PORT MORRIS,02-TWO FAMILY DWELLINGS,15,325000,778600,780000,1125000,2021
BRONX,MOTT HAVEN/PORT MORRIS,03-THREE FAMILY DWELLINGS,4,500000,823750,900000,995000,2021
BRONX,MOUNT HOPE/MOUNT EDEN,01-ONE FAMILY DWELLINGS,3,665000,1092500,1012500,1600000,2021
BRONX,MOUNT HOPE/MOUNT EDEN,02-TWO FAMILY DWELLINGS,14,415000,883713,778000,2025000,2021
BRONX,MOUNT HOPE/MOUNT EDEN,03-THREE FAMILY DWELLINGS,11,516667,916970,805000,1900000,2021
BRONX,PARKCHESTER,01-ONE FAMILY DWELLINGS,6,441666,592498,557495,883332,2021
BRONX,PARKCHESTER,02-TWO FAMILY DWELLINGS,30,361000,621666,600000,990000,2021
BRONX,PARKCHESTER,03-THREE FAMILY DWELLINGS,12,485000,730375,716500,995000,2021
BRONX,PELHAM GARDENS,01-ONE FAMILY DWELLINGS,29,480000,681600,629000,1100000,2021
BRONX,PELHAM GARDENS,02-TWO FAMILY DWELLINGS,13,584100,833392,800000,1150000,2021
BRONX,PELHAM GARDENS,03-THREE FAMILY DWELLINGS,1,960000,960000,960000,960000,2021
BRONX,PELHAM PARKWAY NORTH,01-ONE FAMILY DWELLINGS,48,335000,608114,624500,875000,2021
BRONX,PELHAM PARKWAY NORTH,02-TWO FAMILY DWELLINGS,33,325000,681605,700000,990000,2021
BRONX,PELHAM PARKWAY NORTH,03-THREE FAMILY DWELLINGS,3,855000,986333,980000,1124000,2021
BRONX,PELHAM PARKWAY SOUTH,01-ONE FAMILY DWELLINGS,21,355000,673214,670000,1045000,2021
BRONX,PELHAM PARKWAY SOUTH,02-TWO FAMILY DWELLINGS,25,475000,770932,785000,995000,2021
BRONX,PELHAM PARKWAY SOUTH,03-THREE FAMILY DWELLINGS,3,710000,789667,799000,860000,2021
BRONX,RIVERDALE,01-ONE FAMILY DWELLINGS,58,541000,1244480,922500,6100000,2021
BRONX,RIVERDALE,02-TWO FAMILY DWELLINGS,16,360749,880354,882500,1235000,2021
BRONX,RIVERDALE,03-THREE FAMILY DWELLINGS,10,450000,1153213,1235000,1384565,2021
BRONX,SCHUYLERVILLE/PELHAM BAY,01-ONE FAMILY DWELLINGS,60,370000,572567,580000,838000,2021
BRONX,SCHUYLERVILLE/PELHAM BAY,02-TWO FAMILY DWELLINGS,69,295000,763073,760500,1220000,2021
BRONX,SCHUYLERVILLE/PELHAM BAY,03-THREE FAMILY DWELLINGS,25,625000,954160,890000,1480000,2021
BRONX,SOUNDVIEW,01-ONE FAMILY DWELLINGS,40,204424,487079,505000,760000,2021
BRONX,SOUNDVIEW,02-TWO FAMILY DWELLINGS,96,247000,670557,690000,1049000,2021
BRONX,SOUNDVIEW,03-THREE FAMILY DWELLINGS,49,268000,771946,790000,1220000,2021
BRONX,THROGS NECK,01-ONE FAMILY DWELLINGS,156,221100,536578,540000,1140000,2021
